0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
0.0,0.0,-0.08686387,-0.32743338,-0.2294808,-0.59439975,-0.34446377,-0.8061857,-0.39217168,-1.0,-0.5936467,-0.41696575,-0.52657443,-0.39344043,-0.4110718,-0.35966945,-0.3405294,-0.32361007,-0.610275,-0.20030612,-0.5288973,-0.22332345,-0.43139014,-0.20952606,-0.35921037,-0.17859909,-0.57627165,-0.0063332333,-0.5073887,-0.06296157,-0.42537323,-0.064779855,-0.35538056,-0.044616044,-0.5220478,0.16460466,-0.47630385,0.08820249,-0.39638108,0.07335067,-0.33752877,0.08526047
0.0,0.0,-0.24854696,-0.28748193,-0.5249919,-0.43766674,-0.7637136,-0.49080783,-0.9437136,-0.5510057,-0.6862302,0.079283126,-1.0,0.15781994,-0.8837399,-0.019914994,-0.7332492,-0.11148594,-0.6110662,0.31944752,-0.9149365,0.33646747,-0.8241714,0.17276555,-0.68802416,0.094543725,-0.5254573,0.5017727,-0.80081373,0.47685316,-0.7334932,0.34736767,-0.6126361,0.28601655,-0.44132853,0.63428265,-0.6659741,0.60503894,-0.6215879,0.48869827,-0.5238574,0.41897026
0.0,0.0,-0.030766858,-0.33003455,-0.15066752,-0.60748494,-0.24867716,-0.8187933,-0.28249425,-1.0,-0.358189,-0.5168278,-0.60819453,-0.5572637,-0.53578675,-0.5295465,-0.4357061,-0.503396,-0.40964225,-0.3416966,-0.6117641,-0.40379393,-0.5365917,-0.39984593,-0.44475678,-0.3725511,-0.4349326,-0.17437424,-0.5986715,-0.25675422,-0.5364963,-0.25608125,-0.4570134,-0.23188362,-0.44606557,-0.031820387,-0.58597195,-0.13182363,-0.52361006,-0.11911425,-0.44926742,-0.08043484
0.0,0.0,0.03491393,-0.35105377,0.17109847,-0.60648745,0.30257002,-0.8097957,0.36729518,-1.0,0.4792714,-0.44626352,0.58149385,-0.53638625,0.49052978,-0.5265145,0.4139982,-0.47592294,0.5209182,-0.26518792,0.5733632,-0.36600596,0.4963551,-0.36386764,0.43309066,-0.3089826,0.50975245,-0.10209577,0.55258405,-0.20951454,0.4933351,-0.21462311,0.42813835,-0.17494363,0.48290494,0.035009183,0.5094322,-0.070921175,0.45261624,-0.07521609,0.39776498,-0.042569038
0.0,0.0,0.30450153,-0.21619907,0.6227533,-0.33155128,0.86248565,-0.49565944,0.9886848,-0.73552346,0.6964314,0.036162745,1.0,0.29917896,0.89475054,0.23909824,0.778467,0.14162263,0.5855961,0.29604322,0.8962946,0.5274532,0.80865973,0.42915764,0.6930181,0.32832712,0.45438063,0.49780697,0.7443883,0.68300146,0.6766716,0.5911889,0.57067907,0.5021913,0.33047563,0.6553102,0.57291293,0.7753152,0.53016204,0.68224376,0.44415218,0.6126834
0.0,0.0,-0.09258859,-0.2800596,-0.1356405,-0.6222022,-0.19062074,-0.8654554,-0.29135066,-1.0,0.009663855,-0.75586206,0.25746602,-0.9294579,0.23971581,-0.8115931,0.16239099,-0.72357315,0.11459538,-0.6476958,0.35668978,-0.8272931,0.32122606,-0.7101782,0.24002935,-0.6325337,0.21869673,-0.5141929,0.4222941,-0.6933779,0.38159186,-0.59023595,0.30634767,-0.51374584,0.31191343,-0.37204313,0.45940375,-0.5596705,0.42353037,-0.485734,0.36317387,-0.41563228
0.0,0.0,0.09496785,-0.26070297,0.21676503,-0.5268116,0.25623775,-0.78201115,0.2330605,-1.0,0.41442728,-0.35688287,0.6821521,-0.32192594,0.59989303,-0.29822475,0.5035722,-0.30031568,0.4018818,-0.15565494,0.6605731,-0.13755013,0.5720394,-0.14013228,0.47224152,-0.14539433,0.37653705,0.030356457,0.60375464,0.026076116,0.5280171,0.023091456,0.43501985,0.023086462,0.3500221,0.1971448,0.5400773,0.16889329,0.4784527,0.15861021,0.40043628,0.16625737
0.0,0.0,0.0014033363,-0.25087634,0.08485987,-0.5434141,0.11080524,-0.78837866,0.08173584,-1.0,0.2251733,-0.41579187,0.5330629,-0.4530677,0.46179944,-0.44406235,0.35511345,-0.43845752,0.25063044,-0.20872511,0.5310791,-0.2896218,0.47434753,-0.31005198,0.38087532,-0.30645996,0.26334652,-0.028249105,0.5107292,-0.13061455,0.4600233,-0.14702922,0.37427768,-0.14035477,0.27775574,0.11677874,0.4605304,0.019920394,0.42295685,-0.0016846107,0.35069957,0.0037944608
0.0,0.0,-0.06573634,-0.30943948,-0.16427687,-0.56877524,-0.2338943,-0.8004826,-0.22531268,-1.0,-0.4017411,-0.50886786,-0.62390935,-0.42588264,-0.54805183,-0.36070442,-0.45123798,-0.37008235,-0.42442334,-0.3133612,-0.59473884,-0.24260561,-0.5094046,-0.2043384,-0.41605654,-0.22285585,-0.42144194,-0.117230475,-0.5199905,-0.07488218,-0.4480216,-0.05518181,-0.3691476,-0.06805278,-0.40364903,0.06377414,-0.4723602,0.070988424,-0.39541775,0.0819736,-0.32503054,0.07453815
0.0,0.0,-0.22835931,-0.36408925,-0.52904063,-0.55923367,-0.8054305,-0.6625602,-1.0,-0.7970531,-0.85691345,-0.065578714,-0.8282602,-0.18251008,-0.68228555,-0.25916797,-0.5757952,-0.26074764,-0.80372196,0.20644625,-0.7373423,0.06393274,-0.6163975,-0.010817707,-0.52313143,-0.02023281,-0.6904676,0.418605,-0.649528,0.27655375,-0.5507969,0.20986478,-0.4655867,0.19331346,-0.56304663,0.5864388,-0.551969,0.48762974,-0.4653874,0.41224712,-0.3909263,0.38380027
0.0,0.0,-0.19626883,-0.27366918,-0.3436178,-0.52423584,-0.4895726,-0.76879436,-0.64536756,-0.9189173,-0.061527263,-0.99377286,0.09923702,-1.0,0.10396802,-0.8287495,0.057411805,-0.71826535,0.1164681,-0.97140056,0.25281283,-0.9441743,0.22787425,-0.7865072,0.16384123,-0.67498785,0.27714774,-0.8615804,0.38235906,-0.84169155,0.34732267,-0.7083987,0.27340117,-0.60350204,0.41519895,-0.7179901,0.5069645,-0.71959734,0.4601143,-0.5917441,0.38265666,-0.49867904
0.0,0.0,-0.02362556,-0.32095978,-0.1435629,-0.6028909,-0.26967156,-0.82197416,-0.34072787,-1.0,-0.39537498,-0.5313706,-0.61130196,-0.570513,-0.5355285,-0.4985382,-0.42059594,-0.44697255,-0.44268426,-0.34385857,-0.6144084,-0.36489162,-0.5210381,-0.30616775,-0.41605774,-0.27662206,-0.4613587,-0.15597779,-0.5987854,-0.1876705,-0.5166546,-0.15224558,-0.4229181,-0.12668201,-0.46051946,0.019624261,-0.5636111,-0.03172659,-0.48461288,-0.0076350663,-0.40395734,0.013512373
0.0,0.0,-0.09357373,-0.29367864,-0.23336454,-0.557596,-0.30011868,-0.7974068,-0.28986508,-1.0,-0.40136203,-0.484593,-0.65854096,-0.38580358,-0.5725649,-0.34451,-0.47196728,-0.36773038,-0.40695179,-0.2775283,-0.6393661,-0.22039571,-0.5476826,-0.18546247,-0.44626033,-0.19876416,-0.40451375,-0.07702677,-0.5737795,-0.05704669,-0.501116,-0.031635784,-0.41154057,-0.044604428,-0.39884803,0.10649898,-0.5407242,0.08175434,-0.47084972,0.09410707,-0.38854262,0.096557
0.0,0.0,0.18521482,-0.34175134,0.4399101,-0.57195306,0.60888803,-0.7363859,0.67083454,-0.8242922,0.61339265,-0.41893128,1.0,-0.35072404,0.9028851,-0.34588507,0.77933884,-0.3513958,0.58878165,-0.1331141,0.9723311,-0.096246965,0.8728392,-0.13019095,0.72986287,-0.13927037,0.5459904,0.12467041,0.8857831,0.1274449,0.7975662,0.09270051,0.67600566,0.09024471,0.49429968,0.3501804,0.77299774,0.32357708,0.6980383,0.28194162,0.589121,0.29285717
0.0,0.0,0.011832441,-0.25435483,0.04394031,-0.58974594,0.03423837,-0.8282488,-0.024515323,-1.0,0.044136025,-0.51703733,0.3001954,-0.6907585,0.30416244,-0.5996667,0.2335375,-0.51891935,0.08403806,-0.36177588,0.38566387,-0.5294975,0.36046895,-0.4484547,0.27057278,-0.3818771,0.14384657,-0.20943834,0.43778688,-0.37976745,0.39766464,-0.3126464,0.31257552,-0.24772881,0.21085231,-0.069874376,0.44359288,-0.22656927,0.41254273,-0.18079229,0.3374966,-0.1261231
0.0,0.0,-0.09735315,-0.29228833,-0.24279708,-0.5538073,-0.3295664,-0.79244053,-0.3402633,-1.0,-0.47563794,-0.508945,-0.6880783,-0.3533399,-0.6016783,-0.29033387,-0.5046799,-0.320751,-0.48825425,-0.31816456,-0.65354174,-0.1693075,-0.5624586,-0.13189563,-0.47389844,-0.17925231,-0.48086536,-0.11600573,-0.5804365,-0.016996523,-0.5003542,0.006973973,-0.41862646,-0.032522105,-0.46093494,0.07304775,-0.52171427,0.114541635,-0.43467662,0.13185665,-0.3580304,0.11063585
0.0,0.0,0.058094256,-0.28030634,0.15806958,-0.5700605,0.18874744,-0.80185306,0.15942709,-1.0,0.35691133,-0.56284386,0.6114221,-0.45568383,0.53207785,-0.3992233,0.4312993,-0.41912863,0.37683755,-0.3950941,0.6096632,-0.28905413,0.52294016,-0.2539213,0.42696694,-0.27833194,0.38386667,-0.20582016,0.57680666,-0.12389041,0.49433327,-0.09279023,0.40714434,-0.10709668,0.3809373,-0.018999593,0.5251004,0.017541068,0.44746813,0.03686345,0.3737688,0.025065163
0.0,0.0,-0.028632553,-0.3147299,-0.040301304,-0.62708074,-0.10020259,-0.85742754,-0.20230281,-1.0,0.23637398,-0.8075228,0.45762935,-0.77815765,0.41917157,-0.6522906,0.33202738,-0.59336686,0.32401523,-0.700823,0.52723163,-0.64830333,0.48113555,-0.53269154,0.3859776,-0.48434025,0.40307644,-0.548797,0.5777475,-0.52020866,0.524618,-0.42026618,0.4311143,-0.3858427,0.4667168,-0.3777026,0.6057043,-0.3957042,0.54679215,-0.31388235,0.4622749,-0.27756685
0.0,0.0,0.32176206,-0.11508839,0.6314164,-0.16251293,0.86462045,-0.28677338,1.0,-0.4658724,0.7973757,0.3332652,0.8522293,0.63163483,0.78254133,0.72696495,0.7202764,0.72458327,0.68698394,0.5427742,0.68693316,0.8109233,0.5984992,0.77980375,0.53356576,0.66245985,0.532067,0.7003067,0.5208229,0.88136226,0.44451615,0.82764363,0.39039963,0.6971703,0.36638328,0.82020694,0.3581526,0.9511214,0.2980257,0.8780706,0.25705978,0.74746644
0.0,0.0,-0.10285304,-0.27286422,-0.14418174,-0.5832137,-0.13161615,-0.8217347,-0.07899707,-1.0,-0.08874587,-0.82988673,-0.42071027,-0.72108334,-0.37826893,-0.5545534,-0.28535026,-0.53586483,-0.0789222,-0.73316294,-0.4361203,-0.5561193,-0.37118247,-0.4151374,-0.29195935,-0.39438942,-0.10187828,-0.58584297,-0.4184635,-0.41746694,-0.36089948,-0.26954487,-0.2863843,-0.23879999,-0.13900799,-0.41256,-0.38377625,-0.2544005,-0.34177002,-0.1476315,-0.2716812,-0.14041768
0.0,0.0,-0.3003062,-0.18117124,-0.58077127,-0.11902289,-0.815684,-9.3455696e-05,-1.0,0.0148522435,-0.62037396,0.40278023,-0.7227025,0.37068194,-0.63508075,0.23964475,-0.5469511,0.1913534,-0.49354586,0.5660359,-0.60015684,0.5106921,-0.5371127,0.3854849,-0.45772076,0.33675182,-0.35472357,0.6545595,-0.47158104,0.60784304,-0.42301443,0.49649104,-0.34947714,0.43808094,-0.22689931,0.7070185,-0.3358909,0.6743021,-0.3020278,0.5694923,-0.2459171,0.50989246
0.0,0.0,-0.15296774,-0.2651624,-0.24575722,-0.58347946,-0.28964764,-0.84364516,-0.36938348,-1.0,-0.045442604,-0.86109525,0.18212429,-0.97873217,0.18727715,-0.85718006,0.122190274,-0.7550487,0.07712141,-0.78923553,0.29160842,-0.894198,0.28657922,-0.7706182,0.22047597,-0.67282236,0.20269105,-0.6745685,0.38415143,-0.7888216,0.36584964,-0.6797732,0.2977062,-0.58188957,0.32042325,-0.5397913,0.4488598,-0.67422146,0.4205577,-0.58128697,0.36022243,-0.4982634
0.0,0.0,0.07064999,-0.30103672,0.14339676,-0.5707085,0.15170239,-0.8128703,0.09931813,-1.0,0.44109035,-0.47294718,0.598048,-0.44262356,0.5343109,-0.39357546,0.45561415,-0.3921255,0.48103032,-0.30658075,0.59746516,-0.28541714,0.5267937,-0.24580029,0.44635016,-0.23570189,0.48525903,-0.13624102,0.57712114,-0.13100363,0.5213694,-0.10216097,0.44174787,-0.09782214,0.47417971,0.013450303,0.5648153,0.004310119,0.5159455,0.017651135,0.45112237,0.021107316
0.0,0.0,0.23962477,-0.23476224,0.3668035,-0.52786195,0.46067086,-0.8144448,0.5699463,-1.0,0.05591446,-0.8241449,0.011280296,-0.9748009,0.052397568,-0.87114143,0.0823595,-0.7714866,-0.09975011,-0.73725545,-0.075940266,-0.8597789,-0.025325881,-0.77648103,-0.0030459953,-0.6652238,-0.21226723,-0.60802346,-0.15833129,-0.72550994,-0.11841233,-0.66147,-0.097065814,-0.5609985,-0.28760946,-0.48444918,-0.23241068,-0.5884744,-0.19439584,-0.52384245,-0.16927554,-0.43810478
0.0,0.0,-0.06354188,-0.3250692,-0.136247,-0.61087275,-0.17051832,-0.8246026,-0.14701676,-1.0,-0.22051512,-0.7509331,-0.39376366,-0.7236622,-0.36396834,-0.6117852,-0.2987834,-0.5573188,-0.23704135,-0.6488211,-0.4068126,-0.55178535,-0.3756069,-0.45982453,-0.31755763,-0.41190574,-0.24102372,-0.49979794,-0.38760698,-0.39402747,-0.35464868,-0.30216902,-0.29792354,-0.23961799,-0.23985891,-0.34101552,-0.3550127,-0.25526434,-0.33630362,-0.16710153,-0.3013797,-0.104380466
0.0,0.0,0.030028965,-0.29064247,0.022661692,-0.57526934,0.04020223,-0.8154131,0.10219457,-1.0,-0.17434168,-0.6809514,-0.33852744,-0.6671121,-0.31294218,-0.58758014,-0.2496946,-0.5353436,-0.2644598,-0.56814766,-0.37682298,-0.55209434,-0.33210656,-0.49191564,-0.26365957,-0.43827742,-0.33900467,-0.4201172,-0.40382755,-0.43076828,-0.3660075,-0.38026106,-0.30695435,-0.33584568,-0.39644006,-0.26961732,-0.43356794,-0.30936253,-0.38775286,-0.26527762,-0.3413675,-0.22468916
0.0,0.0,-0.10876265,-0.29969573,-0.26457247,-0.56021076,-0.36109295,-0.78959924,-0.37309006,-1.0,-0.49146608,-0.40915594,-0.71577466,-0.27700567,-0.62181395,-0.25272202,-0.5184226,-0.29325762,-0.48705876,-0.18824965,-0.68674934,-0.11215749,-0.58456564,-0.095656306,-0.47935113,-0.12757881,-0.46465757,0.011789723,-0.61769164,0.041625693,-0.53396785,0.05303587,-0.44223535,0.025607195,-0.4329541,0.18754545,-0.5598423,0.16718285,-0.47821057,0.17308977,-0.3956631,0.16080295
0.0,0.0,0.061097864,-0.29473597,0.15722816,-0.58354133,0.18995564,-0.8104862,0.16210814,-1.0,0.3488767,-0.5504814,0.60218453,-0.46724132,0.53015965,-0.40111864,0.42643145,-0.42142722,0.36932582,-0.38877785,0.5882912,-0.3076126,0.51728785,-0.25834873,0.42345494,-0.28031802,0.3812839,-0.20764944,0.5684084,-0.14570552,0.49969175,-0.09852773,0.40899763,-0.10767659,0.3808502,-0.029911477,0.5303793,0.0032717981,0.46169847,0.039949827,0.381344,0.03987693
